Figure,Panel,Repetition,Seed,Size,Method,Epsilon,Accuracy,Unfairness,ReferenceAccuracy,ReferenceUnfairness,RuntimeSeconds,ExcessRisk,UnfairnessDifference
10,TrainingSize,5,51777,500,Our Eps-Fair,0.1,0.74975,0.111407502667524,0.90625,0.12250960258642328,,0.15649999999999997,-0.01110209991889928
10,TrainingSize,5,51777,500,Our Eps-Fair,0.15,0.7675,0.17291555624000615,0.968,0.16799651196860774,,0.2005,0.004919044271398415
10,TrainingSize,5,51777,600,Unfair,,0.788,0.2248950240552165,0.97975,0.17547107923971317,,0.19174999999999998,0.04942394481550333
10,TrainingSize,5,51777,600,Our Eps-Fair,0.0,0.68275,0.00993808944280497,0.75525,0.023443710993398953,,0.07250000000000001,-0.013505621550593983
10,TrainingSize,5,51777,600,Our Eps-Fair,0.05,0.72325,0.06942212479912319,0.83225,0.07252115269037421,,0.1090000000000001,-0.0030990278912510216
10,TrainingSize,5,51777,600,Our Eps-Fair,0.1,0.7585,0.12744964704682343,0.90625,0.12250960258642328,,0.14775000000000005,0.004940044460400153
10,TrainingSize,5,51777,600,Our Eps-Fair,0.15,0.78125,0.17192454732092588,0.968,0.16799651196860774,,0.18674999999999997,0.003928035352318143
10,TrainingSize,5,51777,700,Unfair,,0.81125,0.20294582651243862,0.97975,0.17547107923971317,,0.16849999999999998,0.027474747272725447
10,TrainingSize,5,51777,700,Our Eps-Fair,0.0,0.69275,0.016990152911376205,0.75525,0.023443710993398953,,0.0625,-0.006453558082022748
10,TrainingSize,5,51777,700,Our Eps-Fair,0.05,0.74275,0.05782552042968386,0.83225,0.07252115269037421,,0.08950000000000002,-0.014695632260690344
10,TrainingSize,5,51777,700,Our Eps-Fair,0.1,0.77825,0.11845556610009489,0.90625,0.12250960258642328,,0.128,-0.004054036486328391
10,TrainingSize,5,51777,700,Our Eps-Fair,0.15,0.806,0.16346197115774042,0.968,0.16799651196860774,,0.16199999999999992,-0.004534540810867321
10,TrainingSize,5,51777,800,Unfair,,0.82175,0.19650426853841685,0.97975,0.17547107923971317,,0.15800000000000003,0.02103318929870368
10,TrainingSize,5,51777,800,Our Eps-Fair,0.0,0.7085,0.018840169561526066,0.75525,0.023443710993398953,,0.04674999999999996,-0.004603541431872887
10,TrainingSize,5,51777,800,Our Eps-Fair,0.05,0.7545,0.059342034078306724,0.83225,0.07252115269037421,,0.0777500000000001,-0.013179118612067484
10,TrainingSize,5,51777,800,Our Eps-Fair,0.1,0.79,0.107888971000739,0.90625,0.12250960258642328,,0.11624999999999996,-0.014620631585684274
10,TrainingSize,5,51777,800,Our Eps-Fair,0.15,0.818,0.1620234582111239,0.968,0.16799651196860774,,0.15000000000000002,-0.005973053757483832
10,TrainingSize,5,51777,900,Unfair,,0.8355,0.19797578178203606,0.97975,0.17547107923971317,,0.14425,0.022504702542322896
10,TrainingSize,5,51777,900,Our Eps-Fair,0.0,0.7095,0.011116100044900407,0.75525,0.023443710993398953,,0.04574999999999996,-0.012327610948498546
10,TrainingSize,5,51777,900,Our Eps-Fair,0.05,0.76675,0.06798661187950691,0.83225,0.07252115269037421,,0.0655,-0.0045345408108672935
10,TrainingSize,5,51777,900,Our Eps-Fair,0.1,0.802,0.11347352126169137,0.90625,0.12250960258642328,,0.10424999999999995,-0.00903608132473191
10,TrainingSize,5,51777,900,Our Eps-Fair,0.15,0.8255,0.15797842180579624,0.968,0.16799651196860774,,0.14249999999999996,-0.010018090162811494
10,TrainingSize,5,51777,1000,Unfair,,0.829,0.1979937819440375,0.97975,0.17547107923971317,,0.15075000000000005,0.022522702704324327
10,TrainingSize,5,51777,1000,Our Eps-Fair,0.0,0.71075,0.01090009810088291,0.75525,0.023443710993398953,,0.044499999999999984,-0.012543612892516043
10,TrainingSize,5,51777,1000,Our Eps-Fair,0.05,0.7635,0.06300156701410314,0.83225,0.07252115269037421,,0.06875000000000009,-0.009519585676271064
10,TrainingSize,5,51777,1000,Our Eps-Fair,0.1,0.801,0.11399302593723344,0.90625,0.12250960258642328,,0.10524999999999995,-0.008516576649189839
10,TrainingSize,5,51777,1000,Our Eps-Fair,0.15,0.8275,0.1709935389418505,0.968,0.16799651196860774,,0.14049999999999996,0.00299702697324275
10,TrainingSize,5,51777,1100,Unfair,,0.84375,0.20144731302581725,0.97975,0.17547107923971317,,0.136,0.025976233786104086
10,TrainingSize,5,51777,1100,Our Eps-Fair,0.0,0.70825,0.012047108423975827,0.75525,0.023443710993398953,,0.04699999999999993,-0.011396602569423125
10,TrainingSize,5,51777,1100,Our Eps-Fair,0.05,0.7685,0.06996562969066722,0.83225,0.07252115269037421,,0.06375000000000008,-0.0025555229997069884
10,TrainingSize,5,51777,1100,Our Eps-Fair,0.1,0.807,0.11697205274847473,0.90625,0.12250960258642328,,0.09924999999999995,-0.005537549837948547
10,TrainingSize,5,51777,1100,Our Eps-Fair,0.15,0.83375,0.1584739262653364,0.968,0.16799651196860774,,0.13424999999999998,-0.00952258570327133
10,TrainingSize,5,51777,1200,Unfair,,0.84375,0.20045330407973674,0.97975,0.17547107923971317,,0.136,0.024982224840023576
10,TrainingSize,5,51777,1200,Our Eps-Fair,0.0,0.70625,0.01441362972266752,0.75525,0.023443710993398953,,0.04899999999999993,-0.009030081270731433
10,TrainingSize,5,51777,1200,Our Eps-Fair,0.05,0.7675,0.05890353013177119,0.83225,0.07252115269037421,,0.06475000000000009,-0.01361762255860302
10,TrainingSize,5,51777,1200,Our Eps-Fair,0.1,0.81,0.11206800861207751,0.90625,0.12250960258642328,,0.09624999999999995,-0.01044159397434577
10,TrainingSize,5,51777,1200,Our Eps-Fair,0.15,0.84375,0.16345897113074015,0.968,0.16799651196860774,,0.12424999999999997,-0.0045375408378675874
10,TrainingSize,5,51777,1300,Unfair,,0.846,0.19541725875532878,0.97975,0.17547107923971317,,0.13375000000000004,0.019946179515615614
10,TrainingSize,5,51777,1300,Our Eps-Fair,0.0,0.71125,0.016440647965831695,0.75525,0.023443710993398953,,0.04399999999999993,-0.007003063027567258
10,TrainingSize,5,51777,1300,Our Eps-Fair,0.05,0.75925,0.06190655715901444,0.83225,0.07252115269037421,,0.07300000000000006,-0.010614595531359766
10,TrainingSize,5,51777,1300,Our Eps-Fair,0.1,0.80725,0.10342043078387705,0.90625,0.12250960258642328,,0.09899999999999998,-0.019089171802546226
10,TrainingSize,5,51777,1300,Our Eps-Fair,0.15,0.83325,0.15495239457155113,0.968,0.16799651196860774,,0.13474999999999993,-0.013044117397056604
10,TrainingSize,5,51777,1400,Unfair,,0.85225,0.1934172407551668,0.97975,0.17547107923971317,,0.12750000000000006,0.01794616151545364
10,TrainingSize,5,51777,1400,Our Eps-Fair,0.0,0.71275,0.014938134443209988,0.75525,0.023443710993398953,,0.04249999999999998,-0.008505576550188965
10,TrainingSize,5,51777,1400,Our Eps-Fair,0.05,0.76975,0.056930512374611386,0.83225,0.07252115269037421,,0.0625,-0.015590640315762821
10,TrainingSize,5,51777,1400,Our Eps-Fair,0.1,0.8155,0.1055014495130456,0.90625,0.12250960258642328,,0.09075,-0.017008153073377677
10,TrainingSize,5,51777,1400,Our Eps-Fair,0.15,0.8445,0.15548089932809395,0.968,0.16799651196860774,,0.12349999999999994,-0.01251561264051379
10,TrainingSize,5,51777,1500,Unfair,,0.8535,0.19296073664662983,0.97975,0.17547107923971317,,0.12624999999999997,0.01748965740691666
10,TrainingSize,5,51777,1500,Our Eps-Fair,0.0,0.716,0.013978125803132235,0.75525,0.023443710993398953,,0.03925000000000001,-0.009465585190266718
10,TrainingSize,5,51777,1500,Our Eps-Fair,0.05,0.76975,0.05297847680629125,0.83225,0.07252115269037421,,0.0625,-0.019542675884082955
10,TrainingSize,5,51777,1500,Our Eps-Fair,0.1,0.81425,0.10448044032396292,0.90625,0.12250960258642328,,0.09199999999999997,-0.01802916226246036
10,TrainingSize,5,51777,1500,Our Eps-Fair,0.15,0.84575,0.15799442194979754,0.968,0.16799651196860774,,0.12224999999999997,-0.010002090018810195
10,TrainingSize,5,51777,1600,Unfair,,0.856,0.19545625910633196,0.97975,0.17547107923971317,,0.12375000000000003,0.019985179866618796
10,TrainingSize,5,51777,1600,Our Eps-Fair,0.0,0.7115,0.01099209892889036,0.75525,0.023443710993398953,,0.043749999999999956,-0.012451612064508594
10,TrainingSize,5,51777,1600,Our Eps-Fair,0.05,0.7725,0.05352198169783526,0.83225,0.07252115269037421,,0.05975000000000008,-0.01899917099253895
10,TrainingSize,5,51777,1600,Our Eps-Fair,0.1,0.8195,0.10800897208074872,0.90625,0.12250960258642328,,0.08675,-0.014500630505674558
10,TrainingSize,5,51777,1600,Our Eps-Fair,0.15,0.84775,0.15846492618433566,0.968,0.16799651196860774,,0.12024999999999997,-0.009531585784272073
10,TrainingSize,5,51777,1700,Unfair,,0.86275,0.19995179956619613,0.97975,0.17547107923971317,,0.11699999999999999,0.024480720326482963
10,TrainingSize,5,51777,1700,Our Eps-Fair,0.0,0.717,0.012010108090972832,0.75525,0.023443710993398953,,0.038250000000000006,-0.011433602902426121
10,TrainingSize,5,51777,1700,Our Eps-Fair,0.05,0.77475,0.05642600783407051,0.83225,0.07252115269037421,,0.057499999999999996,-0.0160951448563037
10,TrainingSize,5,51777,1700,Our Eps-Fair,0.1,0.8255,0.11047349426144835,0.90625,0.12250960258642328,,0.08074999999999999,-0.012036108324974926
10,TrainingSize,5,51777,1700,Our Eps-Fair,0.15,0.85525,0.16796051164460482,0.968,0.16799651196860774,,0.11275000000000002,-3.6000324002916084e-05
10,TrainingSize,5,51777,1800,Unfair,,0.8615,0.18798769188922704,0.97975,0.17547107923971317,,0.11824999999999997,0.01251661264951387
10,TrainingSize,5,51777,1800,Our Eps-Fair,0.0,0.72,0.01797416176745592,0.75525,0.023443710993398953,,0.035250000000000004,-0.005469549225943032
10,TrainingSize,5,51777,1800,Our Eps-Fair,0.05,0.779,0.053536981832836505,0.83225,0.07252115269037421,,0.05325000000000002,-0.018984170857537702
10,TrainingSize,5,51777,1800,Our Eps-Fair,0.1,0.819,0.10250442253980287,0.90625,0.12250960258642328,,0.08725000000000005,-0.020005180046620413
10,TrainingSize,5,51777,1800,Our Eps-Fair,0.15,0.8525,0.16451398062582565,0.968,0.16799651196860774,,0.11549999999999994,-0.0034825313427820914
10,TrainingSize,5,51777,1900,Unfair,,0.86475,0.19349224143017288,0.97975,0.17547107923971317,,0.11499999999999999,0.01802116219045971
10,TrainingSize,5,51777,1900,Our Eps-Fair,0.0,0.722,0.011490603415430733,0.75525,0.023443710993398953,,0.03325,-0.01195310757796822
10,TrainingSize,5,51777,1900,Our Eps-Fair,0.05,0.78475,0.05593350340153064,0.83225,0.07252115269037421,,0.0475000000000001,-0.01658764928884357
10,TrainingSize,5,51777,1900,Our Eps-Fair,0.1,0.823,0.1025074225668031,0.90625,0.12250960258642328,,0.08325000000000005,-0.020002180019620175
10,TrainingSize,5,51777,1900,Our Eps-Fair,0.15,0.858,0.16600649405844653,0.968,0.16799651196860774,,0.10999999999999999,-0.001990017910161207
10,TrainingSize,5,51777,2000,Unfair,,0.87025,0.19296973672763057,0.97975,0.17547107923971317,,0.10950000000000004,0.0174986574879174
10,TrainingSize,5,51777,2000,Our Eps-Fair,0.0,0.72525,0.02344871103839935,0.75525,0.023443710993398953,,0.030000000000000027,5.000045000397302e-06
10,TrainingSize,5,51777,2000,Our Eps-Fair,0.05,0.7815,0.06400857607718469,0.83225,0.07252115269037421,,0.05075000000000007,-0.00851257661318952
10,TrainingSize,5,51777,2000,Our Eps-Fair,0.1,0.82825,0.1074864673782064,0.90625,0.12250960258642328,,0.07799999999999996,-0.015023135208216881
10,TrainingSize,5,51777,2000,Our Eps-Fair,0.15,0.85925,0.16449298043682392,0.968,0.16799651196860774,,0.10875000000000001,-0.0035035315317838156
10,PoolSize,5,51777,20,Our Eps-Fair,0.0,0.69875,0.1616429547865931,0.75525,0.023443710993398953,,0.056499999999999995,0.13819924379319415
10,PoolSize,5,51777,20,Our Eps-Fair,0.05,0.69925,0.238926150335353,0.83225,0.07252115269037421,,0.133,0.1664049976449788
10,PoolSize,5,51777,20,Our Eps-Fair,0.1,0.865,0.18800669206022858,0.90625,0.12250960258642328,,0.04125000000000001,0.0654970894738053
10,PoolSize,5,51777,20,Our Eps-Fair,0.15,0.8635,0.1804991244921204,0.968,0.16799651196860774,,0.10449999999999993,0.012502612523512674
10,PoolSize,5,51777,40,Our Eps-Fair,0.0,0.60025,0.33615252537272833,0.75525,0.023443710993398953,,0.15500000000000003,0.3127088143793294
10,PoolSize,5,51777,40,Our Eps-Fair,0.05,0.63875,0.3276779491015419,0.83225,0.07252115269037421,,0.1935,0.25515679641116773
10,PoolSize,5,51777,40,Our Eps-Fair,0.1,0.8195,0.18098562887065983,0.90625,0.12250960258642328,,0.08675,0.05847602628423655
10,PoolSize,5,51777,40,Our Eps-Fair,0.15,0.85525,0.18099462895166055,0.968,0.16799651196860774,,0.11275000000000002,0.01299811698305281
10,PoolSize,5,51777,60,Our Eps-Fair,0.0,0.6925,0.15276587489287405,0.75525,0.023443710993398953,,0.06274999999999997,0.1293221638994751
10,PoolSize,5,51777,60,Our Eps-Fair,0.05,0.79375,0.1760085840772567,0.83225,0.07252115269037421,,0.03850000000000009,0.10348743138688249
10,PoolSize,5,51777,60,Our Eps-Fair,0.1,0.806,0.1859846738620648,0.90625,0.12250960258642328,,0.10024999999999995,0.06347507127564152
10,PoolSize,5,51777,60,Our Eps-Fair,0.15,0.8295,0.20744136697230278,0.968,0.16799651196860774,,0.13849999999999996,0.039444855003695045
10,PoolSize,5,51777,80,Our Eps-Fair,0.0,0.694,0.07447967031703284,0.75525,0.023443710993398953,,0.06125000000000003,0.05103595932363389
10,PoolSize,5,51777,80,Our Eps-Fair,0.05,0.749,0.0851197660778947,0.83225,0.07252115269037421,,0.08325000000000005,0.012598613387520496
10,PoolSize,5,51777,80,Our Eps-Fair,0.1,0.8,0.16847501627514647,0.90625,0.12250960258642328,,0.10624999999999996,0.045965413688723186
10,PoolSize,5,51777,80,Our Eps-Fair,0.15,0.8125,0.1760085840772567,0.968,0.16799651196860774,,0.15549999999999997,0.00801207210864896
10,PoolSize,5,51777,100,Our Eps-Fair,0.0,0.67875,0.08345275107475969,0.75525,0.023443710993398953,,0.07650000000000001,0.06000904008136074
10,PoolSize,5,51777,100,Our Eps-Fair,0.05,0.7535,0.07816970352733175,0.83225,0.07252115269037421,,0.0787500000000001,0.005648550836957547
10,PoolSize,5,51777,100,Our Eps-Fair,0.1,0.80225,0.17650708856379707,0.90625,0.12250960258642328,,0.10399999999999998,0.05399748597737379
10,PoolSize,5,51777,100,Our Eps-Fair,0.15,0.8105,0.178999610996499,0.968,0.16799651196860774,,0.15749999999999997,0.011003099027891261
10,PoolSize,5,51777,120,Our Eps-Fair,0.0,0.6995,0.03713983425850831,0.75525,0.023443710993398953,,0.055749999999999966,0.013696123265109356
10,PoolSize,5,51777,120,Our Eps-Fair,0.05,0.77375,0.12547462927166345,0.83225,0.07252115269037421,,0.058499999999999996,0.05295347658128924
10,PoolSize,5,51777,120,Our Eps-Fair,0.1,0.807,0.17296755670801037,0.90625,0.12250960258642328,,0.09924999999999995,0.05045795412158709
10,PoolSize,5,51777,120,Our Eps-Fair,0.15,0.82625,0.1735130616175546,0.968,0.16799651196860774,,0.14174999999999993,0.00551654964894685
10,PoolSize,5,51777,140,Our Eps-Fair,0.0,0.66625,0.06855561700055302,0.75525,0.023443710993398953,,0.08899999999999997,0.04511190600715406
10,PoolSize,5,51777,140,Our Eps-Fair,0.05,0.73725,0.05712251410262692,0.83225,0.07252115269037421,,0.09500000000000008,-0.015398638587747288
10,PoolSize,5,51777,140,Our Eps-Fair,0.1,0.8075,0.12755464799183192,0.90625,0.12250960258642328,,0.09875,0.005045045405408635
10,PoolSize,5,51777,140,Our Eps-Fair,0.15,0.83175,0.18299064691582223,0.968,0.16799651196860774,,0.13624999999999998,0.014994134947214494
10,PoolSize,5,51777,160,Our Eps-Fair,0.0,0.67275,0.06107204964844683,0.75525,0.023443710993398953,,0.08250000000000002,0.037628338655047874
10,PoolSize,5,51777,160,Our Eps-Fair,0.05,0.74425,0.049604946444518,0.83225,0.07252115269037421,,0.08800000000000008,-0.022916206245856205
10,PoolSize,5,51777,160,Our Eps-Fair,0.1,0.804,0.09105081945737512,0.90625,0.12250960258642328,,0.10224999999999995,-0.031458783129048165
10,PoolSize,5,51777,160,Our Eps-Fair,0.15,0.85325,0.17299655696901273,0.968,0.16799651196860774,,0.11475000000000002,0.00500004500040499
10,PoolSize,5,51777,180,Our Eps-Fair,0.0,0.68775,0.0645825812432312,0.75525,0.023443710993398953,,0.0675,0.041138870249832246
10,PoolSize,5,51777,180,Our Eps-Fair,0.05,0.745,0.054682992146929316,0.83225,0.07252115269037421,,0.08725000000000005,-0.017838160543444892
10,PoolSize,5,51777,180,Our Eps-Fair,0.1,0.8195,0.12349261143350289,0.90625,0.12250960258642328,,0.08675,0.0009830088470796083
10,PoolSize,5,51777,180,Our Eps-Fair,0.15,0.84825,0.18648717838460543,0.968,0.16799651196860774,,0.11975000000000002,0.018490666415997697
10,PoolSize,5,51777,200,Our Eps-Fair,0.0,0.6625,0.08504126537138831,0.75525,0.023443710993398953,,0.09275,0.06159755437798936
10,PoolSize,5,51777,200,Our Eps-Fair,0.05,0.73825,0.052679974119767076,0.83225,0.07252115269037421,,0.09400000000000008,-0.019841178570607132
10,PoolSize,5,51777,200,Our Eps-Fair,0.1,0.80975,0.11357252215269938,0.90625,0.12250960258642328,,0.09650000000000003,-0.008937080433723904
10,PoolSize,5,51777,200,Our Eps-Fair,0.15,0.85475,0.1724890524014716,0.968,0.16799651196860774,,0.11324999999999996,0.004492540432863873
10,PoolSize,5,51777,220,Our Eps-Fair,0.0,0.6635,0.07068763618872569,0.75525,0.023443710993398953,,0.09175,0.04724392519532673
10,PoolSize,5,51777,220,Our Eps-Fair,0.05,0.73775,0.053679983119848076,0.83225,0.07252115269037421,,0.09450000000000003,-0.01884116957052613
10,PoolSize,5,51777,220,Our Eps-Fair,0.1,0.8115,0.11055149496345468,0.90625,0.12250960258642328,,0.09475,-0.011958107622968603
10,PoolSize,5,51777,220,Our Eps-Fair,0.15,0.85575,0.16400547604928445,0.968,0.16799651196860774,,0.11224999999999996,-0.003991035919323288
10,PoolSize,5,51777,240,Our Eps-Fair,0.0,0.6515,0.06968462716164446,0.75525,0.023443710993398953,,0.10375000000000001,0.04624091616824551
10,PoolSize,5,51777,240,Our Eps-Fair,0.05,0.73075,0.0371433342900086,0.83225,0.07252115269037421,,0.10150000000000003,-0.03537781840036561
10,PoolSize,5,51777,240,Our Eps-Fair,0.1,0.804,0.11156350407153663,0.90625,0.12250960258642328,,0.10224999999999995,-0.010946098514886649
10,PoolSize,5,51777,240,Our Eps-Fair,0.15,0.8565,0.1709935389418505,0.968,0.16799651196860774,,0.11149999999999993,0.00299702697324275
10,PoolSize,5,51777,260,Our Eps-Fair,0.0,0.66875,0.06173855564700083,0.75525,0.023443710993398953,,0.08650000000000002,0.038294844653601876
10,PoolSize,5,51777,260,Our Eps-Fair,0.05,0.74825,0.05209246883221949,0.83225,0.07252115269037421,,0.08400000000000007,-0.020428683858154717
10,PoolSize,5,51777,260,Our Eps-Fair,0.1,0.80075,0.11055749501745517,0.90625,0.12250960258642328,,0.10550000000000004,-0.011952107568968112
10,PoolSize,5,51777,260,Our Eps-Fair,0.15,0.845,0.18599667397006572,0.968,0.16799651196860774,,0.123,0.018000162001457987
10,PoolSize,5,51777,280,Our Eps-Fair,0.0,0.6805,0.06378657407916671,0.75525,0.023443710993398953,,0.07474999999999998,0.04034286308576776
10,PoolSize,5,51777,280,Our Eps-Fair,0.05,0.75325,0.06801461213150917,0.83225,0.07252115269037421,,0.07900000000000007,-0.004506540558865041
10,PoolSize,5,51777,280,Our Eps-Fair,0.1,0.814,0.12906216155945402,0.90625,0.12250960258642328,,0.09225000000000005,0.006552558973030739
10,PoolSize,5,51777,280,Our Eps-Fair,0.15,0.8515,0.18448016032144293,0.968,0.16799651196860774,,0.11649999999999994,0.016483648352835195
10,PoolSize,5,51777,300,Our Eps-Fair,0.0,0.6805,0.06829711467403207,0.75525,0.023443710993398953,,0.07474999999999998,0.04485340368063312
10,PoolSize,5,51777,300,Our Eps-Fair,0.05,0.7535,0.04752692774234968,0.83225,0.07252115269037421,,0.0787500000000001,-0.02499422494802453
10,PoolSize,5,51777,300,Our Eps-Fair,0.1,0.80825,0.09902289120602087,0.90625,0.12250960258642328,,0.09799999999999998,-0.02348671138040241
10,PoolSize,5,51777,300,Our Eps-Fair,0.15,0.848,0.1864801783216049,0.968,0.16799651196860774,,0.12,0.01848366635299717
10,TrainingSize,6,61777,100,Unfair,,0.58675,0.22947469530587666,0.97175,0.1748753884851635,,0.385,0.05459930682071315
10,TrainingSize,6,61777,100,Our Eps-Fair,0.0,0.521,0.04043695846149503,0.75175,0.012573531231694537,,0.23075,0.027863427229800494
10,TrainingSize,6,61777,100,Our Eps-Fair,0.05,0.548,0.09643282428682609,0.82175,0.0661140433183302,,0.27374999999999994,0.030318780968495884
10,TrainingSize,6,61777,100,Our Eps-Fair,0.1,0.57275,0.13690528424825948,0.89575,0.1062782402556508,,0.32300000000000006,0.030627043992608682
10,TrainingSize,6,61777,100,Our Eps-Fair,0.15,0.59025,0.17897206156960135,0.96125,0.16509347519932716,,0.371,0.013878586370274199
